timestamp,sector,geo_area,total_units,total_people_on_shift,active_incidents,utilization_ratio,overload_flag
2025-11-25T12:48:47.110347+00:00,Police,AREA_016,155,927,108,1.0,1
2025-11-14T10:20:47.110347+00:00,Police,AREA_039,47,263,16,0.94,1
2025-11-29T13:23:47.110347+00:00,Narcotics Control,AREA_016,118,773,38,0.46,0
2025-11-30T23:22:47.110347+00:00,Police,AREA_016,88,786,5,0.379,0
2025-12-12T16:26:47.110347+00:00,Narcotics Control,AREA_002,118,936,56,0.756,0
2025-11-20T13:42:47.110347+00:00,Narcotics Control,AREA_023,116,1115,116,1.0,1
2025-11-18T19:30:47.110347+00:00,General Investigation,AREA_002,114,1191,33,0.674,0
2025-11-21T15:02:47.110347+00:00,Police,AREA_034,153,758,59,1.0,1
2025-11-25T08:33:47.110347+00:00,Police,AREA_002,105,1148,56,0.626,0
2025-11-28T23:01:47.110347+00:00,Narcotics Control,AREA_058,139,485,82,1.0,1
2025-12-09T21:23:47.110347+00:00,Ambulance,AREA_034,44,729,8,0.275,0
2025-12-13T03:11:47.110347+00:00,Ambulance,AREA_033,61,1157,51,0.516,0
2025-12-09T07:02:47.110347+00:00,Civil Defense,AREA_032,50,531,114,1.0,1
2025-12-06T19:37:47.110347+00:00,National Guard,AREA_007,22,551,29,0.641,0
2025-11-22T23:13:47.110347+00:00,National Guard,AREA_036,113,230,117,1.0,1
2025-12-10T20:21:47.110347+00:00,General Investigation,AREA_057,171,905,115,1.0,1
2025-11-29T13:06:47.110347+00:00,Civil Defense,AREA_054,67,617,87,1.0,1
2025-11-26T13:18:47.110347+00:00,Police,AREA_047,12,52,111,1.0,1
2025-12-12T22:41:47.110347+00:00,National Guard,AREA_014,28,823,111,1.0,1
2025-11-28T23:06:47.110347+00:00,Narcotics Control,AREA_057,158,1056,44,0.412,0
2025-11-21T01:14:47.110347+00:00,Ambulance,AREA_055,51,463,7,0.143,0
2025-11-25T23:10:47.110347+00:00,Civil Defense,AREA_039,151,471,113,1.0,1
2025-12-08T23:59:47.110347+00:00,Police,AREA_037,175,410,109,1.0,1
2025-11-30T13:38:47.110347+00:00,Narcotics Control,AREA_012,115,636,85,1.0,1
2025-12-04T01:28:47.110347+00:00,Narcotics Control,AREA_045,160,1137,58,0.739,0
2025-12-09T07:00:47.110347+00:00,Police,AREA_007,161,697,60,1.0,1
2025-11-18T12:04:47.110347+00:00,Civil Defense,AREA_051,121,723,20,0.241,0
2025-11-15T09:04:47.110347+00:00,General Investigation,AREA_051,83,216,95,1.0,1
2025-12-07T16:45:47.110347+00:00,Ambulance,AREA_008,80,729,111,1.0,1
2025-11-17T19:08:47.110347+00:00,General Investigation,AREA_037,159,370,81,1.0,1
2025-11-30T02:43:47.110347+00:00,Ambulance,AREA_032,149,421,74,1.0,1
2025-11-19T18:56:47.110347+00:00,General Investigation,AREA_036,179,175,84,1.0,1
2025-11-18T21:41:47.110347+00:00,General Investigation,AREA_052,72,80,2,0.736,0
2025-12-11T23:06:47.110347+00:00,National Guard,AREA_043,178,1050,35,0.416,0
2025-12-03T16:22:47.110347+00:00,National Guard,AREA_024,98,1027,15,0.213,0
2025-11-25T01:32:47.110347+00:00,Ambulance,AREA_051,98,534,69,1.0,1
2025-12-06T23:15:47.110347+00:00,National Guard,AREA_054,54,618,111,1.0,1
2025-11-17T12:57:47.110347+00:00,General Investigation,AREA_010,135,963,106,1.0,1
2025-12-09T01:31:47.110347+00:00,Narcotics Control,AREA_004,164,787,110,1.0,1
2025-11-30T19:16:47.110347+00:00,Narcotics Control,AREA_025,22,789,104,1.0,1
2025-11-20T07:39:47.110347+00:00,General Investigation,AREA_057,150,417,115,1.0,1
2025-11-26T13:44:47.110347+00:00,General Investigation,AREA_055,144,265,87,1.0,1
2025-11-21T15:34:47.110347+00:00,Civil Defense,AREA_046,154,1093,110,1.0,1
2025-12-12T04:29:47.110347+00:00,National Guard,AREA_014,144,585,20,0.354,0
2025-11-15T14:54:47.110347+00:00,Narcotics Control,AREA_030,93,883,115,1.0,1
2025-11-26T04:01:47.110347+00:00,National Guard,AREA_002,32,574,83,1.0,1
2025-11-17T19:07:47.110347+00:00,General Investigation,AREA_024,129,105,90,1.0,1
2025-11-18T23:43:47.110347+00:00,Police,AREA_019,72,979,33,0.531,0
2025-11-23T14:20:47.110347+00:00,National Guard,AREA_053,173,40,89,1.0,1
2025-11-25T20:46:47.110347+00:00,Civil Defense,AREA_017,124,271,88,1.0,1
2025-12-11T21:41:47.110347+00:00,Narcotics Control,AREA_026,146,884,56,0.784,0
2025-11-18T22:49:47.110347+00:00,General Investigation,AREA_046,178,944,53,0.857,1
2025-11-18T12:25:47.110347+00:00,Ambulance,AREA_044,115,46,26,1.0,1
2025-11-19T00:00:47.110347+00:00,Police,AREA_053,44,1045,41,0.783,0
2025-11-16T11:40:47.110347+00:00,Narcotics Control,AREA_040,79,756,2,0.269,0
2025-12-13T03:10:47.110347+00:00,Police,AREA_001,84,395,12,0.847,0
2025-11-26T22:32:47.110347+00:00,Civil Defense,AREA_013,104,247,85,1.0,1
2025-11-19T09:04:47.110347+00:00,National Guard,AREA_036,94,57,106,1.0,1
2025-12-11T23:56:47.110347+00:00,National Guard,AREA_034,41,189,42,1.0,1
2025-11-24T05:58:47.110347+00:00,General Investigation,AREA_016,149,644,13,0.291,0
2025-11-16T05:53:47.110347+00:00,National Guard,AREA_035,20,382,81,1.0,1
2025-12-03T00:54:47.110347+00:00,Narcotics Control,AREA_049,90,485,24,0.885,1
2025-12-10T02:40:47.110347+00:00,Police,AREA_001,95,635,55,1.0,1
2025-12-12T09:10:47.110347+00:00,Narcotics Control,AREA_051,45,804,60,0.655,0
2025-12-12T19:59:47.110347+00:00,Narcotics Control,AREA_045,12,546,27,0.407,0
2025-11-16T16:51:47.110347+00:00,Civil Defense,AREA_044,122,374,70,1.0,1
2025-12-05T17:24:47.110347+00:00,National Guard,AREA_041,26,123,86,1.0,1
2025-11-18T06:22:47.110347+00:00,Narcotics Control,AREA_018,165,71,23,1.0,1
2025-12-01T17:39:47.110347+00:00,Narcotics Control,AREA_000,42,547,36,0.73,0
2025-12-04T15:17:47.110347+00:00,Police,AREA_055,121,602,74,1.0,1
2025-11-22T22:06:47.110347+00:00,Civil Defense,AREA_036,134,164,89,1.0,1
2025-12-09T23:36:47.110347+00:00,Civil Defense,AREA_014,39,1134,43,0.787,0
2025-12-03T19:10:47.110347+00:00,Narcotics Control,AREA_000,24,611,113,1.0,1
2025-11-14T16:37:47.110347+00:00,General Investigation,AREA_016,39,548,90,1.0,1
2025-11-30T14:17:47.110347+00:00,Civil Defense,AREA_033,166,764,62,1.0,1
2025-11-20T15:08:47.110347+00:00,General Investigation,AREA_054,122,1126,12,0.325,0
2025-11-20T01:43:47.110347+00:00,Narcotics Control,AREA_002,132,795,74,1.0,1
2025-12-09T18:45:47.110347+00:00,Ambulance,AREA_026,78,940,53,0.826,0
2025-11-21T04:59:47.110347+00:00,Police,AREA_012,88,479,61,1.0,1
2025-11-24T01:04:47.110347+00:00,Ambulance,AREA_027,22,767,48,0.906,1
2025-11-18T16:25:47.110347+00:00,Ambulance,AREA_040,82,1169,108,1.0,1
2025-11-24T13:49:47.110347+00:00,Narcotics Control,AREA_011,71,1094,68,0.704,0
2025-11-13T15:01:47.110347+00:00,National Guard,AREA_010,48,678,4,0.235,0
2025-11-17T01:29:47.110347+00:00,National Guard,AREA_003,159,745,26,0.524,0
2025-11-22T07:55:47.110347+00:00,National Guard,AREA_016,134,698,68,1.0,1
2025-11-14T03:29:47.110347+00:00,Police,AREA_032,34,832,30,0.585,0
2025-12-08T17:19:47.110347+00:00,Police,AREA_014,151,561,49,0.913,1
2025-12-07T00:26:47.110347+00:00,Police,AREA_039,136,1128,41,0.532,0
2025-11-17T21:00:47.110347+00:00,Ambulance,AREA_057,13,964,31,0.511,0
2025-11-20T04:55:47.110347+00:00,Narcotics Control,AREA_014,12,585,53,1.0,1
2025-11-21T23:14:47.110347+00:00,National Guard,AREA_051,154,1101,83,0.849,0
2025-11-14T03:42:47.110347+00:00,Ambulance,AREA_027,47,207,89,1.0,1
2025-12-11T08:01:47.110347+00:00,National Guard,AREA_045,24,177,55,1.0,1
2025-11-19T10:40:47.110347+00:00,National Guard,AREA_004,77,316,69,1.0,1
2025-11-23T18:51:47.110347+00:00,General Investigation,AREA_042,57,398,34,1.0,1
2025-12-03T01:23:47.110347+00:00,General Investigation,AREA_009,25,499,116,1.0,1
2025-11-20T03:15:47.110347+00:00,National Guard,AREA_013,111,1165,0,0.051,0
2025-12-12T13:18:47.110347+00:00,National Guard,AREA_029,133,347,80,1.0,1
2025-11-24T02:53:47.110347+00:00,Civil Defense,AREA_026,132,161,111,1.0,1
2025-12-03T09:28:47.110347+00:00,Civil Defense,AREA_004,49,227,10,0.586,0
2025-12-10T08:24:47.110347+00:00,Police,AREA_003,130,914,73,1.0,1
2025-12-07T23:13:47.110347+00:00,Police,AREA_003,80,836,53,0.42,0
2025-12-09T05:33:47.110347+00:00,Police,AREA_025,20,1050,90,1.0,1
2025-12-02T04:35:47.110347+00:00,National Guard,AREA_029,125,486,0,0.2,0
2025-11-13T21:24:47.110347+00:00,Narcotics Control,AREA_027,166,698,32,0.786,0
2025-11-22T07:16:47.110347+00:00,General Investigation,AREA_038,169,1032,100,1.0,1
2025-12-10T11:51:47.110347+00:00,National Guard,AREA_054,10,1004,57,0.618,0
2025-12-09T03:40:47.110347+00:00,Narcotics Control,AREA_010,155,1109,99,1.0,1
2025-11-28T17:17:47.110347+00:00,National Guard,AREA_024,50,649,61,1.0,1
2025-12-03T10:23:47.110347+00:00,National Guard,AREA_059,68,638,75,1.0,1
2025-12-08T15:10:47.110347+00:00,Civil Defense,AREA_016,158,1041,95,0.85,0
2025-11-23T07:54:47.110347+00:00,Civil Defense,AREA_043,46,95,53,1.0,1
2025-11-17T00:55:47.110347+00:00,Police,AREA_012,153,1165,112,1.0,1
2025-12-07T22:42:47.110347+00:00,Ambulance,AREA_028,121,166,19,1.0,1
2025-11-24T22:26:47.110347+00:00,Narcotics Control,AREA_052,127,163,0,0.23,0
2025-12-03T22:58:47.110347+00:00,Civil Defense,AREA_022,10,1000,66,0.924,1
2025-11-29T21:33:47.110347+00:00,National Guard,AREA_005,91,490,119,1.0,1
2025-11-13T12:56:47.110347+00:00,Ambulance,AREA_058,59,372,29,0.724,0
2025-11-13T23:38:47.110347+00:00,Narcotics Control,AREA_000,132,325,8,0.698,0
2025-11-15T20:46:47.110347+00:00,Civil Defense,AREA_049,151,474,72,1.0,1
2025-12-04T07:26:47.110347+00:00,Narcotics Control,AREA_057,128,999,44,0.712,0
2025-11-27T11:04:47.110347+00:00,Police,AREA_007,14,317,92,1.0,1
2025-12-04T02:32:47.110347+00:00,Ambulance,AREA_009,131,213,3,0.32,0
2025-11-15T08:36:47.110347+00:00,Police,AREA_050,126,419,106,1.0,1
2025-12-08T02:34:47.110347+00:00,National Guard,AREA_037,71,489,51,1.0,1
2025-12-12T09:22:47.110347+00:00,National Guard,AREA_058,57,1102,67,0.771,0
2025-11-26T07:05:47.110347+00:00,Police,AREA_024,160,492,90,1.0,1
2025-11-16T06:03:47.110347+00:00,Police,AREA_029,114,343,108,1.0,1
2025-12-05T01:14:47.110347+00:00,Civil Defense,AREA_056,55,680,49,0.735,0
2025-12-10T16:13:47.110347+00:00,National Guard,AREA_010,57,402,108,1.0,1
2025-11-18T00:36:47.110347+00:00,Civil Defense,AREA_034,120,1072,4,0.445,0
2025-11-22T14:45:47.110347+00:00,Narcotics Control,AREA_051,168,916,35,0.598,0
2025-12-10T06:33:47.110347+00:00,Police,AREA_046,28,1067,106,1.0,1
2025-11-22T20:17:47.110347+00:00,Narcotics Control,AREA_045,81,689,50,0.981,1
2025-11-26T01:05:47.110347+00:00,Police,AREA_046,103,543,81,1.0,1
2025-12-05T00:49:47.110347+00:00,National Guard,AREA_037,82,474,22,0.536,0
2025-11-25T10:02:47.110347+00:00,Police,AREA_014,129,725,4,0.0,0
2025-11-28T10:20:47.110347+00:00,Police,AREA_043,133,810,2,0.208,0
2025-11-24T22:59:47.110347+00:00,Ambulance,AREA_040,106,1022,92,1.0,1
2025-11-26T23:15:47.110347+00:00,Police,AREA_012,128,546,48,1.0,1
2025-12-07T18:29:47.110347+00:00,Civil Defense,AREA_040,124,245,10,0.496,0
2025-11-29T06:00:47.110347+00:00,Police,AREA_033,10,45,3,0.969,1
2025-11-14T09:15:47.110347+00:00,National Guard,AREA_051,58,997,54,1.0,1
2025-12-02T01:32:47.110347+00:00,Ambulance,AREA_011,54,239,21,0.967,1
2025-11-28T17:24:47.110347+00:00,National Guard,AREA_016,167,957,88,1.0,1
2025-11-25T22:16:47.110347+00:00,Narcotics Control,AREA_019,72,1032,23,0.413,0
2025-12-05T14:14:47.110347+00:00,Narcotics Control,AREA_007,146,743,81,1.0,1
2025-12-11T19:28:47.110347+00:00,National Guard,AREA_032,59,337,31,0.947,1
2025-11-21T20:22:47.110347+00:00,Narcotics Control,AREA_041,134,458,31,0.978,1
2025-11-23T11:20:47.110347+00:00,Civil Defense,AREA_027,63,54,36,1.0,1
2025-11-28T10:53:47.110347+00:00,Ambulance,AREA_032,68,954,100,1.0,1
2025-12-11T00:50:47.110347+00:00,Civil Defense,AREA_011,65,1079,47,0.682,0
2025-11-22T21:54:47.110347+00:00,National Guard,AREA_000,70,437,3,0.477,0
2025-12-01T06:01:47.110347+00:00,Ambulance,AREA_046,126,258,73,1.0,1
2025-11-20T02:56:47.110347+00:00,Civil Defense,AREA_042,120,280,25,1.0,1
2025-12-12T22:39:47.110347+00:00,Police,AREA_013,137,432,31,1.0,1
2025-11-25T16:59:47.110347+00:00,Narcotics Control,AREA_034,162,1062,46,0.825,0
2025-11-19T04:33:47.110347+00:00,Civil Defense,AREA_038,87,129,77,1.0,1
2025-12-05T00:02:47.110347+00:00,General Investigation,AREA_053,51,670,81,1.0,1
2025-12-04T04:58:47.110347+00:00,Police,AREA_030,100,65,96,1.0,1
2025-11-26T13:25:47.110347+00:00,Civil Defense,AREA_027,133,128,61,1.0,1
2025-12-09T20:00:47.110347+00:00,Civil Defense,AREA_027,141,986,89,1.0,1
2025-12-08T18:48:47.110347+00:00,Narcotics Control,AREA_042,31,1186,3,0.228,0
2025-11-19T12:27:47.110347+00:00,Civil Defense,AREA_051,46,526,92,1.0,1
2025-11-25T20:55:47.110347+00:00,Police,AREA_038,46,1156,95,1.0,1
2025-11-28T02:29:47.110347+00:00,Narcotics Control,AREA_020,66,313,64,1.0,1
2025-12-06T04:26:47.110347+00:00,National Guard,AREA_010,24,103,59,1.0,1
2025-11-19T05:23:47.110347+00:00,National Guard,AREA_030,167,656,97,1.0,1
2025-12-01T09:09:47.110347+00:00,Police,AREA_050,14,479,25,0.967,1
2025-12-08T04:56:47.110347+00:00,Ambulance,AREA_028,10,1032,109,1.0,1
2025-11-17T14:18:47.110347+00:00,Civil Defense,AREA_000,134,941,3,0.0,0
2025-11-22T02:19:47.110347+00:00,Ambulance,AREA_039,38,592,66,1.0,1
2025-12-13T09:09:47.110347+00:00,National Guard,AREA_045,54,205,81,1.0,1
2025-11-14T08:55:47.110347+00:00,Narcotics Control,AREA_037,74,553,58,1.0,1
2025-12-11T00:05:47.110347+00:00,Narcotics Control,AREA_034,30,113,99,1.0,1
2025-12-07T14:01:47.110347+00:00,Ambulance,AREA_016,35,172,79,1.0,1
2025-11-25T09:07:47.110347+00:00,National Guard,AREA_036,164,967,109,1.0,1
2025-12-04T09:37:47.110347+00:00,National Guard,AREA_039,54,644,0,0.32,0
2025-12-10T12:10:47.110347+00:00,Ambulance,AREA_023,50,1148,25,0.419,0
2025-11-17T02:38:47.110347+00:00,General Investigation,AREA_027,125,1180,85,0.721,0
2025-11-23T09:49:47.110347+00:00,Ambulance,AREA_039,134,941,97,0.947,1
2025-12-02T18:35:47.110347+00:00,Narcotics Control,AREA_020,121,709,87,1.0,1
2025-11-17T21:00:47.110347+00:00,Ambulance,AREA_054,42,196,15,0.881,1
2025-11-14T04:31:47.110347+00:00,Ambulance,AREA_052,96,661,62,1.0,1
2025-11-19T22:36:47.110347+00:00,Police,AREA_035,12,121,108,1.0,1
2025-11-20T17:20:47.110347+00:00,Police,AREA_055,50,1068,24,0.401,0
2025-11-22T04:16:47.110347+00:00,General Investigation,AREA_032,64,1187,1,0.0,0
2025-12-04T16:30:47.110347+00:00,Civil Defense,AREA_014,174,602,15,0.115,0
2025-11-23T21:33:47.110347+00:00,National Guard,AREA_054,15,996,96,0.959,1
2025-11-27T09:53:47.110347+00:00,National Guard,AREA_028,74,196,106,1.0,1
2025-11-29T06:04:47.110347+00:00,Ambulance,AREA_044,130,252,57,1.0,1
2025-11-24T12:19:47.110347+00:00,Police,AREA_037,162,201,85,1.0,1
2025-11-16T19:27:47.110347+00:00,Civil Defense,AREA_003,34,1070,42,0.674,0
2025-11-19T07:53:47.110347+00:00,Civil Defense,AREA_040,83,1046,10,0.667,0
2025-12-03T13:16:47.110347+00:00,Police,AREA_033,130,396,33,0.968,1
2025-11-21T05:29:47.110347+00:00,Civil Defense,AREA_035,11,816,49,0.703,0
2025-11-26T01:05:47.110347+00:00,Police,AREA_045,103,934,115,1.0,1
2025-11-17T14:33:47.110347+00:00,Narcotics Control,AREA_005,60,647,99,1.0,1
2025-11-15T14:17:47.110347+00:00,General Investigation,AREA_016,63,316,66,1.0,1
2025-11-23T15:39:47.110347+00:00,General Investigation,AREA_038,51,103,24,1.0,1
2025-12-05T16:40:47.110347+00:00,Narcotics Control,AREA_013,104,537,93,1.0,1
2025-11-27T07:40:47.110347+00:00,Narcotics Control,AREA_038,14,897,109,1.0,1
2025-11-23T11:27:47.110347+00:00,Civil Defense,AREA_024,109,1025,2,0.031,0
2025-11-22T01:38:47.110347+00:00,National Guard,AREA_012,12,784,5,0.135,0
2025-11-15T22:40:47.110347+00:00,Narcotics Control,AREA_020,137,820,103,1.0,1
2025-12-07T18:46:47.110347+00:00,National Guard,AREA_022,75,130,42,1.0,1
2025-12-12T09:40:47.110347+00:00,National Guard,AREA_023,31,475,110,1.0,1
2025-11-18T08:00:47.110347+00:00,National Guard,AREA_000,69,824,86,1.0,1
2025-11-26T21:17:47.110347+00:00,General Investigation,AREA_056,146,692,69,1.0,1
2025-11-26T15:47:47.110347+00:00,General Investigation,AREA_034,18,468,97,1.0,1
2025-12-06T11:24:47.110347+00:00,Narcotics Control,AREA_028,103,897,28,0.556,0
2025-11-28T02:34:47.110347+00:00,General Investigation,AREA_041,137,716,47,0.739,0
2025-11-19T11:08:47.110347+00:00,General Investigation,AREA_041,86,467,80,1.0,1
2025-12-12T20:23:47.110347+00:00,Civil Defense,AREA_039,76,1039,14,0.278,0
2025-12-04T18:52:47.110347+00:00,Narcotics Control,AREA_051,132,515,6,0.128,0
2025-11-22T12:59:47.110347+00:00,Ambulance,AREA_024,158,787,102,1.0,1
2025-12-01T18:42:47.110347+00:00,General Investigation,AREA_003,148,150,41,1.0,1
2025-11-25T21:12:47.110347+00:00,Civil Defense,AREA_001,101,47,103,1.0,1
2025-11-25T08:59:47.110347+00:00,Ambulance,AREA_014,20,367,36,1.0,1
2025-12-08T10:56:47.110347+00:00,General Investigation,AREA_056,139,705,52,0.916,1
2025-11-16T11:21:47.110347+00:00,National Guard,AREA_004,133,471,109,1.0,1
2025-11-30T04:44:47.110347+00:00,Ambulance,AREA_020,19,42,67,1.0,1
2025-12-07T08:50:47.110347+00:00,Ambulance,AREA_034,132,278,53,1.0,1
2025-12-03T16:50:47.110347+00:00,Police,AREA_015,175,1096,9,0.149,0
2025-12-10T20:47:47.110347+00:00,Civil Defense,AREA_010,151,180,108,1.0,1
2025-11-27T13:17:47.110347+00:00,Narcotics Control,AREA_054,138,955,59,0.988,1
2025-11-27T23:50:47.110347+00:00,Civil Defense,AREA_044,51,64,36,1.0,1
2025-12-07T00:47:47.110347+00:00,Narcotics Control,AREA_041,95,55,116,1.0,1
2025-12-03T08:44:47.110347+00:00,Ambulance,AREA_012,84,344,92,1.0,1
2025-12-10T12:49:47.110347+00:00,General Investigation,AREA_001,104,633,30,0.683,0
2025-11-27T20:39:47.110347+00:00,National Guard,AREA_034,170,883,70,0.853,1
2025-11-19T13:08:47.110347+00:00,National Guard,AREA_004,17,1146,28,0.507,0
2025-12-02T12:32:47.110347+00:00,General Investigation,AREA_020,111,243,48,1.0,1
2025-12-06T05:43:47.110347+00:00,Ambulance,AREA_004,134,442,13,0.515,0
2025-11-20T20:16:47.110347+00:00,Civil Defense,AREA_050,16,518,18,0.637,0
2025-11-30T20:42:47.110347+00:00,National Guard,AREA_036,178,295,89,1.0,1
2025-11-26T03:47:47.110347+00:00,National Guard,AREA_006,163,1021,57,0.455,0
2025-12-05T08:30:47.110347+00:00,Ambulance,AREA_058,158,756,52,1.0,1
2025-11-13T15:35:47.110347+00:00,Police,AREA_038,142,921,17,0.205,0
2025-11-27T10:48:47.110347+00:00,Civil Defense,AREA_008,109,288,37,1.0,1
2025-11-20T11:40:47.110347+00:00,Civil Defense,AREA_056,178,604,83,1.0,1
2025-11-14T02:21:47.110347+00:00,Ambulance,AREA_052,138,807,35,0.944,1
2025-11-23T09:11:47.110347+00:00,Police,AREA_029,74,964,96,1.0,1
2025-11-27T00:58:47.110347+00:00,National Guard,AREA_031,113,298,77,1.0,1
2025-12-02T20:21:47.110347+00:00,Narcotics Control,AREA_047,82,542,54,1.0,1
2025-12-09T05:57:47.110347+00:00,Narcotics Control,AREA_000,76,468,32,0.923,1
2025-12-12T23:26:47.110347+00:00,Police,AREA_058,18,916,19,0.12,0
2025-11-19T11:23:47.110347+00:00,Civil Defense,AREA_008,145,1019,73,0.828,0
2025-11-22T17:08:47.110347+00:00,Civil Defense,AREA_018,88,225,69,1.0,1
2025-11-17T01:23:47.110347+00:00,Civil Defense,AREA_030,71,711,14,0.463,0
2025-12-11T11:01:47.110347+00:00,General Investigation,AREA_001,165,676,107,1.0,1
2025-11-25T07:54:47.110347+00:00,National Guard,AREA_007,37,488,48,1.0,1
2025-11-14T02:38:47.110347+00:00,Ambulance,AREA_027,99,223,71,1.0,1
2025-11-21T09:54:47.110347+00:00,General Investigation,AREA_053,27,150,118,1.0,1
2025-12-12T06:25:47.110347+00:00,General Investigation,AREA_005,140,593,0,0.108,0
2025-11-15T11:32:47.110347+00:00,Civil Defense,AREA_040,58,929,2,0.299,0
2025-11-22T06:20:47.110347+00:00,Police,AREA_032,95,853,26,0.622,0
2025-11-25T14:52:47.110347+00:00,Ambulance,AREA_009,82,1149,114,1.0,1
2025-12-09T13:36:47.110347+00:00,Police,AREA_020,106,261,62,1.0,1
2025-11-20T13:44:47.110347+00:00,General Investigation,AREA_029,19,812,70,1.0,1
2025-11-21T20:30:47.110347+00:00,Civil Defense,AREA_030,11,642,59,0.987,1
2025-11-24T23:19:47.110347+00:00,Civil Defense,AREA_035,172,477,93,1.0,1
2025-11-30T07:50:47.110347+00:00,Ambulance,AREA_030,82,642,73,1.0,1
2025-11-26T13:31:47.110347+00:00,Narcotics Control,AREA_034,176,446,76,1.0,1
2025-11-22T00:06:47.110347+00:00,General Investigation,AREA_032,38,112,116,1.0,1
2025-12-12T09:08:47.110347+00:00,General Investigation,AREA_030,65,909,38,0.714,0
2025-11-25T10:24:47.110347+00:00,Ambulance,AREA_050,149,827,33,0.336,0
2025-11-30T12:23:47.110347+00:00,Narcotics Control,AREA_012,52,886,109,1.0,1
2025-12-13T03:33:47.110347+00:00,Police,AREA_025,93,1107,102,1.0,1
2025-11-30T23:46:47.110347+00:00,Police,AREA_020,26,616,37,0.661,0
2025-11-26T19:57:47.110347+00:00,Narcotics Control,AREA_001,172,1167,28,0.28,0
2025-11-19T21:55:47.110347+00:00,Ambulance,AREA_008,63,467,98,1.0,1
2025-11-16T12:00:47.110347+00:00,Ambulance,AREA_004,132,156,38,1.0,1
2025-12-10T01:32:47.110347+00:00,Civil Defense,AREA_034,80,694,42,0.909,1
2025-11-20T08:37:47.110347+00:00,Civil Defense,AREA_052,59,1040,76,0.677,0
2025-11-28T23:22:47.110347+00:00,Ambulance,AREA_020,12,1057,47,0.761,0
2025-11-28T21:45:47.110347+00:00,Civil Defense,AREA_022,84,437,23,0.863,1
2025-11-18T12:36:47.110347+00:00,Civil Defense,AREA_016,51,172,71,1.0,1
2025-11-19T20:03:47.110347+00:00,General Investigation,AREA_056,138,918,101,1.0,1
2025-11-18T12:01:47.110347+00:00,General Investigation,AREA_025,177,953,35,0.317,0
2025-12-12T03:20:47.110347+00:00,National Guard,AREA_009,173,944,2,0.102,0
2025-12-06T17:40:47.110347+00:00,Ambulance,AREA_008,37,612,112,1.0,1
2025-12-07T01:02:47.110347+00:00,General Investigation,AREA_051,10,445,33,0.818,0
2025-11-21T02:34:47.110347+00:00,General Investigation,AREA_035,42,336,72,1.0,1
2025-11-20T13:12:47.110347+00:00,Civil Defense,AREA_021,151,88,1,0.154,0
2025-11-30T00:21:47.110347+00:00,Police,AREA_027,69,281,0,0.0,0
2025-11-22T04:29:47.110347+00:00,Narcotics Control,AREA_020,135,1010,32,0.51,0
2025-11-28T22:07:47.110347+00:00,Ambulance,AREA_008,96,347,33,1.0,1
2025-12-13T02:11:47.110347+00:00,Ambulance,AREA_044,26,357,76,1.0,1
2025-11-18T03:28:47.110347+00:00,Civil Defense,AREA_020,19,571,86,1.0,1
2025-12-08T22:16:47.110347+00:00,National Guard,AREA_045,89,369,103,1.0,1
2025-12-07T07:02:47.110347+00:00,General Investigation,AREA_016,44,1126,79,0.989,1
2025-12-04T00:53:47.110347+00:00,Ambulance,AREA_015,154,387,56,1.0,1
2025-11-21T21:13:47.110347+00:00,General Investigation,AREA_038,16,391,44,1.0,1
2025-11-16T05:28:47.110347+00:00,General Investigation,AREA_023,103,585,1,0.026,0
2025-11-21T07:54:47.110347+00:00,Narcotics Control,AREA_057,137,707,5,0.121,0
2025-11-16T01:01:47.110347+00:00,National Guard,AREA_038,151,214,90,1.0,1
2025-11-21T16:38:47.110347+00:00,Ambulance,AREA_023,119,851,79,1.0,1
2025-11-28T10:53:47.110347+00:00,Police,AREA_020,73,772,117,1.0,1
2025-11-28T19:10:47.110347+00:00,General Investigation,AREA_024,57,483,2,0.567,0
2025-11-15T20:53:47.110347+00:00,Narcotics Control,AREA_056,177,762,109,1.0,1
2025-11-15T01:34:47.110347+00:00,Civil Defense,AREA_051,19,152,9,0.516,0
2025-11-15T22:51:47.110347+00:00,General Investigation,AREA_043,33,1198,25,0.379,0
2025-12-05T01:04:47.110347+00:00,National Guard,AREA_006,110,287,77,1.0,1
2025-11-26T20:57:47.110347+00:00,Civil Defense,AREA_014,110,1145,75,0.955,1
2025-11-26T13:58:47.110347+00:00,Civil Defense,AREA_043,136,592,27,0.504,0
2025-12-07T18:56:47.110347+00:00,Ambulance,AREA_047,57,74,75,1.0,1
2025-12-09T08:10:47.110347+00:00,National Guard,AREA_022,98,494,62,1.0,1
2025-12-02T12:42:47.110347+00:00,General Investigation,AREA_049,96,620,53,0.986,1
2025-12-08T16:14:47.110347+00:00,Police,AREA_006,69,1037,107,1.0,1
2025-12-04T22:34:47.110347+00:00,Civil Defense,AREA_010,25,1037,29,0.286,0
2025-11-24T14:40:47.110347+00:00,Narcotics Control,AREA_038,177,268,86,1.0,1
2025-12-06T16:55:47.110347+00:00,Narcotics Control,AREA_018,168,1126,25,0.183,0
2025-12-01T16:05:47.110347+00:00,Police,AREA_016,30,882,34,0.774,0
2025-12-12T16:40:47.110347+00:00,Police,AREA_003,130,1198,112,1.0,1
2025-11-30T09:45:47.110347+00:00,Police,AREA_015,104,890,74,1.0,1
