unit_id,skill_name,proficiency_level,years_experience,incidents_handled_count,success_rate
U020697,negotiation,2,14.65,346,1.0
U028856,tactical,5,7.7,8,0.885
U026632,crowd_control,1,4.67,373,0.832
U039766,tactical,1,3.3,124,0.591
U027910,fire_response,5,6.14,197,0.632
U022234,hostage,3,14.68,32,0.709
U007402,rescue,5,2.77,118,0.78
U000578,fire_response,4,1.74,180,0.504
U006758,investigation,1,14.07,261,0.505
U043242,medical_emergency,3,3.97,124,0.769
U012333,negotiation,1,9.15,38,0.768
U020176,weapons,3,0.29,111,0.715
U009466,crowd_control,1,6.41,46,0.643
U040631,medical_emergency,3,7.76,123,0.939
U043810,medical_emergency,3,12.36,370,0.53
U045682,triage,1,13.82,218,0.578
U020431,crowd_control,2,7.11,4,0.468
U019755,weapons,5,2.21,15,0.845
U011740,hostage,1,9.64,306,0.754
U041206,traffic_control,2,4.54,247,0.83
U008257,investigation,5,1.26,226,1.0
U003748,fire_response,5,3.07,121,0.78
U038944,fire_response,2,6.9,127,0.862
U017852,tactical,5,4.41,116,0.726
U019368,hostage,5,9.75,5,0.698
U029880,traffic_control,2,14.33,198,0.835
U035706,medical_emergency,4,9.29,223,0.955
U025618,tactical,2,5.85,341,0.707
U019804,drug_raid,3,3.75,257,0.931
U018820,investigation,5,12.41,63,0.755
U035693,tactical,2,7.58,64,0.8
U037752,traffic_control,3,9.94,271,0.711
U012888,triage,5,6.7,281,0.695
U035713,triage,4,13.26,235,0.695
U033035,tactical,2,4.15,190,0.591
U017020,fire_response,1,10.06,12,0.681
U023241,fire_response,3,13.89,223,0.818
U002416,drug_raid,4,5.97,129,0.767
U030977,triage,2,14.64,252,0.823
U013404,negotiation,1,4.45,230,0.723
U013580,tactical,1,4.87,14,0.763
U041350,tactical,2,0.73,52,0.963
U031894,negotiation,1,12.71,394,0.858
U040132,traffic_control,5,5.48,358,0.725
U018825,crowd_control,5,7.93,299,0.88
U007800,crowd_control,3,8.68,16,0.941
U025008,medical_emergency,3,7.01,162,0.402
U024325,fire_response,1,13.79,389,0.705
U001793,tactical,2,8.33,337,0.76
U024591,hostage,1,7.07,50,0.75
U010433,tactical,5,0.38,157,0.935
U034965,triage,1,7.62,357,0.75
U033129,crowd_control,4,1.65,247,0.728
U006781,drug_raid,4,10.47,127,0.746
U039194,negotiation,4,9.91,155,0.708
U046425,medical_emergency,4,0.2,356,0.742
U005277,drug_raid,4,12.54,70,0.886
U005591,weapons,3,2.95,48,0.673
U046741,weapons,3,10.96,20,0.896
U030936,medical_emergency,4,0.45,217,0.688
U033425,negotiation,3,3.41,231,0.907
U032650,triage,3,10.59,105,0.956
U005365,rescue,1,11.16,262,0.693
U032250,medical_emergency,2,4.73,369,0.995
U034936,tactical,3,4.42,292,1.0
U036162,drug_raid,2,2.67,91,0.927
U024300,rescue,2,5.9,331,0.754
U025129,drug_raid,3,3.05,7,0.676
U048929,traffic_control,1,8.01,284,0.516
U015622,drug_raid,3,12.21,388,1.0
U047106,weapons,2,2.7,283,1.0
U031884,crowd_control,3,4.68,289,1.0
U018904,traffic_control,1,5.95,26,0.828
U039486,investigation,3,11.71,337,0.832
U002180,medical_emergency,3,11.74,309,0.928
U043610,tactical,3,3.32,165,0.622
U010265,traffic_control,2,14.44,357,0.619
U027997,triage,1,4.44,314,1.0
U028885,hostage,1,13.59,333,0.525
U011797,rescue,3,6.96,161,0.612
U036264,tactical,5,3.18,177,0.803
U009156,weapons,3,14.8,206,0.815
U027783,crowd_control,5,10.51,138,0.841
U007038,traffic_control,3,0.54,21,0.834
U045848,medical_emergency,5,0.66,11,0.666
U011472,crowd_control,2,5.48,281,0.604
U041720,negotiation,3,2.74,203,0.634
U025695,investigation,5,2.18,53,0.976
U040935,medical_emergency,2,2.59,278,0.99
U039109,tactical,5,7.3,373,1.0
U032717,drug_raid,3,6.46,271,0.877
U046176,investigation,3,11.02,132,0.75
U049904,negotiation,4,1.84,211,0.689
U048418,investigation,1,8.73,190,0.675
U045905,hostage,4,2.13,156,0.868
U013210,triage,3,7.09,4,0.77
U030995,drug_raid,2,11.94,334,0.894
U014898,drug_raid,1,6.26,352,1.0
U001440,investigation,1,9.81,261,0.535
U016648,drug_raid,3,3.28,275,0.913
U025558,negotiation,2,5.47,322,0.733
U033207,investigation,3,9.56,274,0.797
U004933,negotiation,3,8.23,246,0.865
U025456,medical_emergency,5,1.24,281,0.824
U043314,rescue,1,5.28,186,0.557
U002521,weapons,2,1.11,20,0.479
U013196,drug_raid,3,6.41,308,0.706
U042962,fire_response,4,2.07,327,0.869
U047789,tactical,1,5.5,362,0.998
U042651,crowd_control,5,1.61,263,0.979
U024238,crowd_control,2,3.68,394,1.0
U007656,investigation,5,12.81,135,0.996
U010020,fire_response,1,6.33,150,0.815
U040328,drug_raid,5,14.3,264,0.916
U014634,hostage,3,8.82,37,0.855
U026846,tactical,5,3.12,49,0.618
U028992,triage,1,14.8,96,0.68
U046257,medical_emergency,1,7.87,398,0.587
U016033,negotiation,1,10.86,67,0.637
U008384,tactical,5,0.65,236,0.644
U046607,triage,2,7.76,238,0.662
U047542,triage,4,5.94,273,0.826
U040106,medical_emergency,4,5.04,326,0.522
U048281,hostage,3,13.23,266,0.796
U007357,negotiation,2,7.52,252,0.681
U038315,hostage,4,5.23,304,0.648
U022201,rescue,1,3.24,351,0.657
U032974,triage,4,5.51,161,0.575
U047007,traffic_control,3,2.26,396,0.648
U013405,crowd_control,5,8.53,65,0.622
U005470,fire_response,4,7.4,291,0.927
U035708,investigation,1,13.92,251,0.573
U005061,tactical,3,5.03,285,0.74
U013173,tactical,3,6.8,42,0.608
U021675,crowd_control,3,5.68,383,0.95
U028499,weapons,4,14.42,279,0.826
U013255,weapons,1,11.51,90,0.887
U019877,triage,3,2.67,374,0.883
U035891,triage,2,7.56,49,0.734
U029699,hostage,1,1.02,218,0.768
U043443,hostage,5,5.88,76,0.708
U048754,rescue,2,3.13,190,0.744
U045562,investigation,1,6.26,88,0.915
U041923,fire_response,3,8.79,85,0.674
U023019,crowd_control,5,8.86,210,0.637
U021777,investigation,5,13.5,379,0.956
U011574,tactical,3,14.97,222,0.973
U025052,rescue,3,3.96,48,0.861
U048994,negotiation,4,9.83,105,0.737
U001690,drug_raid,3,10.29,128,0.802
U008527,negotiation,5,14.03,185,0.635
U046633,crowd_control,4,2.99,176,0.73
U009344,tactical,5,5.36,18,0.831
U049687,tactical,5,5.9,301,0.665
U044297,negotiation,3,3.12,174,0.643
U000906,fire_response,1,8.67,284,0.862
U027203,crowd_control,3,11.88,369,0.721
U001743,tactical,4,0.37,220,1.0
U035813,weapons,1,2.75,345,0.83
U032327,drug_raid,4,10.46,157,0.476
U038056,investigation,2,0.91,109,0.685
U008263,negotiation,1,3.76,365,0.818
U026019,medical_emergency,3,2.03,261,1.0
U018885,weapons,1,2.99,18,0.715
U009177,hostage,2,6.07,12,0.697
U037549,crowd_control,3,5.21,62,0.619
U020057,medical_emergency,2,13.65,50,0.769
U013045,hostage,5,2.1,328,0.974
U040526,investigation,3,9.48,232,0.836
U012803,crowd_control,1,13.47,110,0.75
U007437,triage,5,3.2,390,0.709
U000720,triage,2,9.07,188,0.696
U046198,crowd_control,5,6.03,224,0.49
U010495,weapons,3,7.49,320,0.737
U003713,fire_response,2,9.29,211,0.985
U032887,investigation,4,8.15,113,0.552
U024942,triage,3,2.74,131,0.814
U031628,weapons,2,2.6,252,0.746
U022834,rescue,5,7.02,13,0.554
U049877,hostage,3,8.42,371,0.487
U014469,medical_emergency,2,0.9,361,0.768
U049006,rescue,2,2.15,286,0.727
U011764,investigation,2,12.0,174,0.648
U041470,rescue,2,9.57,179,1.0
U001954,traffic_control,1,3.0,63,0.815
U011991,investigation,4,13.05,103,0.512
U028486,hostage,3,1.15,35,0.805
U003741,medical_emergency,5,11.76,330,0.741
U045281,weapons,3,0.21,376,0.597
U029189,negotiation,5,2.06,378,0.635
U030005,fire_response,2,10.15,329,0.721
U012823,drug_raid,5,8.96,168,0.714
U020110,triage,3,9.74,83,0.539
U007765,medical_emergency,1,1.23,76,0.735
U049975,crowd_control,3,0.85,320,0.517
U023007,investigation,5,7.58,372,0.838
U026565,rescue,3,7.05,273,1.0
U047508,hostage,4,14.93,164,0.551
U002345,traffic_control,3,9.42,187,0.968
U003129,triage,5,9.43,27,0.816
U025535,hostage,2,7.83,371,0.763
U027366,fire_response,3,2.93,66,0.603
U006707,crowd_control,3,9.2,304,0.628
U038064,drug_raid,5,4.35,363,0.923
U028735,rescue,2,5.66,367,0.653
U006087,weapons,4,8.16,36,0.776
U013913,tactical,2,6.21,98,0.542
U028180,negotiation,5,3.76,54,0.661
U043727,traffic_control,2,9.52,30,0.913
U020371,crowd_control,3,10.01,337,0.819
U029095,hostage,4,3.7,225,0.567
U024913,investigation,3,6.65,220,0.658
U004445,rescue,3,4.08,379,0.767
U024731,tactical,4,13.82,179,0.762
U020637,triage,1,8.33,5,0.784
U047589,weapons,4,7.23,218,1.0
U029738,hostage,2,0.95,284,0.843
U001123,triage,4,9.85,208,0.772
U020953,crowd_control,1,7.18,352,0.741
U016276,investigation,1,11.99,154,1.0
U033419,tactical,4,0.9,134,0.597
U020889,traffic_control,2,0.21,153,0.976
U019755,crowd_control,3,7.33,182,0.837
U029316,weapons,1,10.68,255,0.719
U008343,weapons,5,3.39,3,0.704
U044160,tactical,3,11.1,62,0.795
U033377,rescue,3,0.86,67,0.971
U000194,crowd_control,3,14.58,133,0.733
U031869,rescue,2,2.87,235,0.766
U049120,fire_response,2,11.65,349,0.866
U039113,traffic_control,2,0.24,37,0.588
U036682,rescue,1,11.44,32,0.685
U044640,triage,2,6.15,367,0.905
U016673,medical_emergency,1,3.68,289,0.745
U014555,fire_response,1,6.1,165,0.533
U019246,drug_raid,5,10.39,162,0.802
U018849,rescue,1,11.84,73,0.854
U028715,hostage,4,5.07,349,0.888
U043008,triage,1,12.9,133,0.745
U006779,medical_emergency,1,9.24,16,0.787
U045674,drug_raid,3,1.86,306,0.667
U020815,tactical,2,9.88,134,0.84
U012526,fire_response,4,5.76,281,0.755
U029777,triage,1,0.18,228,0.741
U010866,hostage,1,4.41,264,0.824
U018936,hostage,3,9.95,276,0.725
U048481,investigation,2,6.89,63,0.832
U004774,negotiation,5,11.79,253,0.746
U007353,rescue,5,6.65,274,0.418
U026149,triage,2,13.24,322,0.734
U019774,fire_response,4,11.98,339,0.609
U033551,weapons,1,9.84,350,0.623
U027924,traffic_control,3,7.0,107,0.928
U011876,crowd_control,3,8.6,126,0.813
U013405,drug_raid,5,13.0,88,0.563
U048957,weapons,1,1.93,52,0.919
U011037,traffic_control,2,8.6,340,0.872
U021311,triage,3,14.37,90,0.752
U047778,fire_response,2,10.58,43,1.0
U045509,rescue,2,9.52,32,0.697
U012594,traffic_control,2,9.09,216,0.789
U024170,traffic_control,5,10.3,346,0.664
U032971,medical_emergency,3,5.34,283,0.57
U024273,crowd_control,5,7.23,67,0.578
U018297,traffic_control,2,10.64,37,0.646
U039362,medical_emergency,1,10.01,111,0.743
U038563,drug_raid,5,4.69,204,0.73
U024634,hostage,2,4.92,67,0.968
U020896,medical_emergency,2,14.75,369,0.937
U033240,medical_emergency,2,13.08,398,0.792
U000081,hostage,2,10.96,162,0.827
U043360,triage,1,10.17,351,0.617
U045733,weapons,4,13.76,245,0.802
U005260,medical_emergency,2,0.99,142,0.939
U035469,drug_raid,1,12.38,385,0.834
U029428,hostage,4,14.41,303,0.952
U020904,fire_response,3,10.54,243,0.848
U048455,weapons,3,13.38,142,1.0
U044221,triage,3,0.47,2,0.882
U049920,fire_response,2,12.84,182,0.532
U004174,triage,4,11.5,395,0.5
U048047,negotiation,5,1.63,178,0.768
U021736,crowd_control,5,2.87,160,0.901
U025929,drug_raid,5,11.52,79,0.795
U025903,traffic_control,1,0.4,268,0.939
U013441,medical_emergency,3,6.2,306,0.92
U008211,tactical,3,9.83,124,0.81
U005821,triage,2,6.61,370,1.0
U037829,weapons,2,2.62,282,0.616
U047610,fire_response,2,7.41,158,0.821
U020652,tactical,5,8.34,48,0.462
U013161,medical_emergency,2,8.62,369,0.879
U038232,tactical,3,12.6,304,0.819
U025083,fire_response,4,12.09,354,0.466
U031239,negotiation,3,2.81,95,0.526
U041797,fire_response,5,5.88,92,0.718
U006005,medical_emergency,1,8.55,256,0.621
U043478,triage,2,11.13,240,1.0
U003928,crowd_control,4,14.22,170,0.669
U048260,crowd_control,3,5.42,26,0.846
U020775,crowd_control,3,3.9,53,0.683
U017061,fire_response,1,4.52,210,0.485
U000767,rescue,2,10.5,123,0.875
U021539,investigation,4,7.59,159,0.427
U031563,negotiation,1,4.58,11,0.834
U021683,hostage,3,12.71,167,0.654
U003609,tactical,3,4.66,36,1.0
U043931,hostage,4,9.94,359,0.727
U044942,tactical,2,0.79,27,0.922
U015575,rescue,2,12.78,371,0.79
U024613,triage,2,8.93,114,0.61
U011860,weapons,1,7.25,134,1.0
U001361,hostage,1,2.34,194,0.585
U001590,medical_emergency,1,12.59,253,0.788
U020911,hostage,4,7.62,34,0.684
U011092,medical_emergency,5,11.8,84,0.667
U000346,investigation,3,5.21,376,0.999
U030361,drug_raid,4,14.14,358,0.785
U032884,crowd_control,4,10.58,130,0.94
U039819,hostage,2,2.71,76,0.793
U019746,crowd_control,4,2.06,166,0.708
U045872,triage,3,4.88,22,0.728
U031101,weapons,1,6.66,37,0.477
U018595,traffic_control,5,3.14,284,0.858
U032340,drug_raid,3,9.08,297,0.737
U039775,traffic_control,5,5.56,1,0.564
U008857,investigation,2,11.74,385,0.807
U008036,tactical,5,13.92,174,0.507
U020687,weapons,2,8.93,136,0.822
U015168,medical_emergency,5,9.4,152,0.404
U020974,investigation,2,1.66,153,0.354
U022250,fire_response,1,1.54,383,0.863
U033792,weapons,1,11.08,312,0.746
U041172,tactical,5,0.08,308,0.771
U036869,medical_emergency,3,12.8,328,0.807
U005515,hostage,3,9.95,28,0.765
U028271,negotiation,1,12.4,261,0.885
U034533,drug_raid,1,12.9,56,0.76
U042194,fire_response,1,5.43,395,0.494
U008691,fire_response,1,8.82,231,0.863
U042956,investigation,1,13.8,52,0.643
U011032,drug_raid,2,3.09,236,0.866
U000988,medical_emergency,4,11.37,293,0.959
U002818,hostage,4,12.59,248,0.714
U006311,hostage,5,11.21,156,0.918
U038894,drug_raid,5,7.58,121,0.614
U019493,drug_raid,4,12.25,237,0.634
U007316,fire_response,4,0.35,287,0.714
U003309,fire_response,3,1.9,231,0.732
U041282,investigation,1,8.36,19,0.774
U034765,fire_response,5,5.49,320,0.736
U013525,weapons,2,10.87,234,0.831
U034338,traffic_control,2,12.25,176,0.382
U008268,crowd_control,3,0.63,127,0.853
U024753,rescue,2,1.69,225,0.771
U023522,traffic_control,5,2.0,219,0.771
U015400,investigation,2,14.9,23,0.745
U010995,rescue,3,11.08,304,0.72
U000589,medical_emergency,2,13.6,249,0.885
U002497,rescue,3,10.99,116,0.623
U029634,weapons,3,13.32,328,0.672
U031086,triage,4,13.0,282,0.561
U026120,traffic_control,1,2.22,272,0.667
U019753,crowd_control,5,7.26,303,0.63
U034407,negotiation,2,12.14,55,0.756
U014773,investigation,3,8.88,188,0.649
U033374,traffic_control,4,2.67,23,0.904
U001558,investigation,3,10.39,289,0.854
U042081,drug_raid,2,9.91,256,0.767
U011245,triage,2,2.48,319,0.77
U013071,weapons,4,9.6,256,0.904
U000880,tactical,3,6.16,223,0.563
U017880,drug_raid,3,5.91,64,0.775
U028327,weapons,3,12.31,169,0.643
U025376,tactical,5,11.69,393,0.562
U001086,fire_response,2,0.2,284,0.74
U018387,weapons,5,13.53,308,0.691
U008836,crowd_control,3,11.4,209,0.72
U039369,tactical,5,10.16,12,0.719
U004441,hostage,1,13.29,233,0.691
U007856,fire_response,4,9.98,317,0.791
U017174,negotiation,2,8.16,39,0.718
U011650,investigation,2,8.79,68,0.71
U048457,rescue,1,6.5,286,0.652
U043941,drug_raid,1,8.4,263,0.65
U039459,medical_emergency,1,2.9,51,0.839
U043564,drug_raid,3,5.84,0,0.656
U042386,investigation,3,9.54,234,1.0
U043805,drug_raid,3,1.8,134,0.591
U001873,fire_response,3,9.09,276,0.815
U046936,traffic_control,2,8.81,1,0.586
U015807,crowd_control,1,0.48,127,0.739
U036085,fire_response,2,11.24,381,0.692
U026783,rescue,3,12.35,46,0.578
U002713,tactical,2,2.23,63,0.799
U048804,investigation,4,10.21,111,0.767
U001192,hostage,3,13.9,29,0.908
U004269,negotiation,4,1.71,345,0.795
U040432,investigation,4,11.26,289,0.794
U022073,investigation,1,14.83,205,0.774
U025922,fire_response,4,3.18,10,0.676
U034675,medical_emergency,5,14.98,82,0.528
U010604,crowd_control,4,2.49,114,0.692
U018243,medical_emergency,4,6.0,279,0.804
U038599,weapons,1,13.39,144,0.963
U005892,investigation,1,11.56,3,0.633
U021799,fire_response,3,14.36,116,0.759
U005974,drug_raid,4,2.42,75,0.64
U028508,triage,5,5.39,93,0.702
U000028,crowd_control,1,11.72,55,0.614
U036778,drug_raid,4,12.95,279,0.799
U009877,rescue,3,7.74,399,0.899
U020743,triage,5,8.99,342,0.551
U004373,traffic_control,4,0.06,142,0.534
U017837,weapons,2,2.17,1,0.902
U048073,crowd_control,1,7.88,18,0.838
U008107,traffic_control,2,2.67,97,1.0
U001085,traffic_control,4,8.55,145,0.974
U014675,weapons,3,11.17,294,0.588
U027860,traffic_control,3,8.51,318,0.714
U022001,rescue,5,8.31,352,1.0
U040330,rescue,4,2.95,248,0.784
U022399,crowd_control,2,10.76,364,0.73
U001157,investigation,4,10.45,93,0.851
U021860,triage,5,12.57,114,0.726
U035839,weapons,2,1.57,211,0.663
U035128,traffic_control,2,4.21,40,0.821
U001593,fire_response,1,0.22,158,0.898
U036739,weapons,5,6.11,67,0.954
U048907,negotiation,2,9.94,263,0.545
U043890,investigation,5,11.41,374,0.883
U034235,fire_response,3,4.35,36,0.502
U009880,rescue,2,10.71,133,0.627
U018647,tactical,4,10.04,166,0.602
U010735,traffic_control,2,8.82,163,1.0
U002960,triage,1,14.39,368,0.669
U046246,tactical,3,13.16,302,0.525
U038116,medical_emergency,3,6.56,232,0.556
U045557,weapons,1,2.44,162,0.848
U018162,rescue,4,3.27,374,0.499
U033257,weapons,1,12.89,14,0.8
U004302,rescue,4,8.29,12,0.822
U046286,weapons,4,14.98,249,1.0
U046342,fire_response,5,12.78,197,0.748
U028594,tactical,3,6.09,362,0.669
U010641,rescue,4,12.93,165,0.78
U029752,medical_emergency,2,6.27,114,0.996
U020315,rescue,4,12.28,392,0.783
U034841,tactical,5,14.57,94,0.931
U046521,medical_emergency,4,9.63,367,0.832
U012602,rescue,1,12.96,253,0.547
U022502,negotiation,1,13.51,99,0.856
U002186,hostage,3,6.47,124,0.577
U045652,hostage,3,9.24,179,0.831
U047471,triage,5,11.47,55,0.762
U049371,triage,5,11.66,177,0.993
U041769,rescue,1,1.24,182,0.545
U035237,hostage,5,4.82,159,0.948
U043841,medical_emergency,2,14.6,141,0.684
U031629,investigation,1,1.92,66,0.48
U026440,medical_emergency,2,6.69,7,0.975
U020746,investigation,5,2.7,22,0.815
U008681,crowd_control,4,14.58,355,0.772
U014636,hostage,2,14.23,307,0.754
U038571,tactical,1,3.45,323,0.835
U026255,tactical,3,9.66,53,0.824
U047198,triage,2,13.38,321,0.696
U026073,hostage,5,3.29,147,1.0
U000093,traffic_control,5,2.58,366,0.652
U011130,rescue,5,7.47,90,0.653
U031434,rescue,4,7.06,199,0.93
U026241,fire_response,1,11.17,236,0.928
U021076,hostage,5,11.51,253,0.622
U013132,tactical,1,8.9,186,0.883
U026385,rescue,5,1.5,368,0.953
U002736,medical_emergency,5,13.97,156,0.722
U041617,hostage,4,14.19,105,1.0
U007387,investigation,2,4.39,24,0.884
U047378,fire_response,4,0.53,145,0.799
U033118,tactical,5,13.18,206,0.855
U030719,rescue,5,9.82,92,0.606
U038997,weapons,1,7.73,55,0.704
U032652,drug_raid,1,3.6,239,0.792
U026835,triage,3,0.93,45,0.731
U003849,triage,1,1.89,44,0.625
U033564,traffic_control,5,7.81,259,0.535
U020451,weapons,1,1.22,102,0.745
U032047,drug_raid,1,2.6,379,0.881
U038265,medical_emergency,2,3.12,248,0.509
U045098,medical_emergency,5,1.93,41,0.804
U003931,triage,3,6.72,2,0.884
U042060,investigation,2,0.28,284,0.743
U046092,triage,5,5.4,187,0.659
U009003,weapons,1,7.74,219,0.732
U011464,rescue,5,2.65,151,1.0
U016698,traffic_control,1,0.0,156,0.641
U005729,fire_response,2,5.31,175,0.646
U027485,medical_emergency,5,7.77,367,0.781
U007594,investigation,5,1.99,70,0.754
U006851,investigation,1,11.78,23,1.0
U006948,tactical,1,1.69,368,0.912
U008891,investigation,3,2.85,65,1.0
U026252,investigation,1,11.65,351,0.869
U003240,hostage,2,12.65,329,1.0
U037541,fire_response,3,6.52,81,0.525
U000697,weapons,4,4.89,113,0.752
U007813,crowd_control,1,2.87,398,0.873
U011748,negotiation,1,11.51,136,0.649
U022376,traffic_control,3,0.33,311,0.776
U001523,weapons,3,14.81,219,0.611
U031154,drug_raid,4,7.88,323,0.859
U020052,traffic_control,4,2.83,231,0.982
U032147,weapons,4,12.77,86,0.826
U042364,fire_response,5,12.72,253,0.546
U026652,medical_emergency,4,1.38,251,0.58
U013523,crowd_control,5,0.44,242,0.644
U020929,hostage,2,8.23,21,0.761
U008964,negotiation,4,6.08,148,0.856
U043391,drug_raid,1,6.3,81,0.637
U010029,crowd_control,5,3.35,25,0.78
U015304,hostage,3,5.09,253,0.693
U049774,crowd_control,3,4.61,78,0.923
U036714,rescue,2,6.09,175,0.63
U005295,hostage,3,4.39,364,0.741
U037221,tactical,3,9.52,100,0.705
U012012,medical_emergency,3,0.55,340,0.496
U033729,rescue,4,8.83,335,0.633
U009966,traffic_control,1,1.39,35,0.774
U029996,crowd_control,3,6.55,330,1.0
U028328,triage,3,4.95,150,1.0
U034603,investigation,5,5.61,211,0.71
U000751,hostage,1,5.39,134,0.71
U038971,medical_emergency,3,4.25,292,0.744
U014812,tactical,1,11.98,37,0.668
U043359,fire_response,2,2.73,119,0.835
U039647,tactical,3,0.95,384,0.985
U029489,traffic_control,2,8.26,190,0.316
U018592,medical_emergency,5,7.35,85,0.551
U039210,hostage,1,0.18,109,0.412
U038993,rescue,4,6.47,217,0.958
U033263,tactical,1,13.57,17,0.535
U032265,tactical,3,13.77,240,0.856
U035280,crowd_control,5,10.75,343,0.713
U006254,hostage,1,14.14,164,0.825
U048930,fire_response,3,14.39,204,0.653
U046781,hostage,1,9.08,97,0.921
U023981,drug_raid,4,0.06,323,0.77
U029401,negotiation,3,9.81,20,0.649
U015760,tactical,2,8.12,145,0.523
U010762,rescue,2,12.48,8,0.655
U030779,crowd_control,3,11.64,352,0.641
U049129,tactical,2,13.06,90,0.897
U018169,tactical,2,8.95,86,0.627
U019306,crowd_control,2,4.51,133,0.744
U008101,medical_emergency,3,0.23,328,0.854
U007651,fire_response,5,2.1,141,0.795
U016375,rescue,2,12.23,144,0.896
U040597,rescue,5,6.87,339,0.649
U002905,negotiation,2,4.59,224,0.546
U039985,drug_raid,4,4.22,323,0.834
U004166,tactical,5,13.6,359,1.0
U019321,drug_raid,3,10.7,195,0.757
U027871,triage,1,13.32,265,0.714
U033786,hostage,2,14.85,188,0.698
U008621,rescue,2,8.59,65,0.75
U007537,fire_response,5,5.05,94,0.73
U008683,fire_response,4,7.85,390,0.577
U014005,investigation,2,6.05,15,0.79
U023094,weapons,1,8.6,98,0.476
U034209,triage,2,11.09,13,0.673
U028523,weapons,4,1.19,47,0.839
U019550,tactical,3,12.39,356,0.881
U016090,crowd_control,5,1.83,364,0.555
U040235,rescue,2,6.5,336,0.446
U003669,drug_raid,5,2.39,305,0.745
U022338,triage,1,7.53,354,0.815
U048237,drug_raid,3,6.69,355,0.735
U049663,traffic_control,5,11.22,235,0.769
U045675,investigation,3,0.61,397,0.775
U025843,hostage,2,9.92,189,0.694
U011639,weapons,2,7.55,40,0.688
U005477,weapons,4,0.65,237,0.851
U010142,traffic_control,1,5.65,296,0.672
U013251,weapons,3,12.17,248,0.664
U033368,triage,1,4.06,139,0.82
U034581,hostage,1,12.46,206,0.671
U008579,triage,5,8.54,290,0.887
U028141,negotiation,5,6.88,302,0.852
U027484,hostage,2,3.35,20,0.935
U014371,drug_raid,4,10.94,4,0.949
U023347,crowd_control,1,1.61,310,0.591
U006484,weapons,4,6.73,127,1.0
U033718,triage,3,7.42,201,0.697
U008101,drug_raid,4,10.41,115,0.874
U012513,triage,3,3.99,169,0.89
U029567,medical_emergency,3,9.74,340,0.983
U024491,triage,1,12.6,220,0.741
U006231,weapons,3,5.23,275,0.46
U016118,hostage,4,3.05,188,0.663
U037177,traffic_control,5,9.7,362,0.674
U026720,drug_raid,5,14.72,393,0.794
U021353,drug_raid,1,0.66,363,0.551
U018824,crowd_control,4,8.43,116,0.707
U018885,drug_raid,4,6.6,195,0.654
U041189,medical_emergency,1,3.57,5,1.0
U010418,hostage,5,12.09,144,0.644
U048298,investigation,1,5.29,167,0.819
U001165,crowd_control,5,12.63,223,0.935
U040029,medical_emergency,5,14.8,299,0.7
U016429,fire_response,2,11.35,57,0.738
U021733,fire_response,3,12.72,25,0.647
U040149,drug_raid,4,9.15,227,0.793
U045620,weapons,4,5.91,336,0.646
U017054,traffic_control,2,0.24,148,0.741
U034669,crowd_control,5,10.78,65,0.61
U040475,weapons,3,12.47,86,0.898
U014351,medical_emergency,2,3.55,303,0.736
U043345,traffic_control,3,14.53,178,0.641
U005554,hostage,5,11.83,317,0.984
U028050,fire_response,5,13.15,89,0.656
U012743,medical_emergency,5,6.53,96,0.379
U034754,traffic_control,3,6.58,1,0.587
U038931,rescue,5,4.1,386,0.547
U024159,crowd_control,1,14.06,285,0.875
U013721,investigation,4,7.17,220,0.777
U015385,traffic_control,5,11.05,149,0.895
U000320,rescue,4,4.82,20,0.67
U010354,tactical,2,1.03,278,0.541
U004224,tactical,3,6.58,46,0.478
U017071,medical_emergency,5,5.03,249,0.584
U020070,drug_raid,2,12.55,181,0.7
U022118,crowd_control,4,6.28,267,0.869
U024103,negotiation,2,2.31,40,0.521
U036447,hostage,4,1.91,119,0.823
U020898,crowd_control,1,12.5,59,0.941
U035014,rescue,4,1.4,369,0.822
U000619,drug_raid,1,10.2,132,0.703
U040069,weapons,1,8.29,278,1.0
U010414,rescue,4,12.38,272,0.798
U027398,fire_response,5,5.8,8,0.771
U030876,crowd_control,3,3.57,254,0.601
U041382,traffic_control,3,11.93,235,0.912
U009172,weapons,1,2.03,316,0.649
U017141,weapons,5,7.04,276,0.49
U042550,weapons,2,1.25,263,0.581
U018574,weapons,2,8.51,61,0.707
U041453,tactical,5,12.36,286,0.731
U011391,medical_emergency,4,10.87,355,0.7
U020995,triage,5,6.57,259,0.607
U021442,negotiation,3,12.9,29,0.7
U002758,drug_raid,1,5.42,116,0.691
U024678,tactical,2,10.51,10,0.706
U010606,tactical,2,9.2,290,0.725
U005805,weapons,3,8.34,184,0.696
U037348,weapons,4,7.39,387,0.588
U030105,triage,1,6.38,29,1.0
U001502,traffic_control,1,8.23,366,0.976
U043948,rescue,5,13.97,351,0.585
U003542,traffic_control,2,6.17,223,0.567
U018395,tactical,1,7.63,100,0.809
U003799,hostage,2,2.44,48,0.547
U030377,weapons,5,8.05,66,0.789
U034147,medical_emergency,4,3.08,156,0.863
U038059,investigation,4,6.67,323,0.598
U010918,hostage,4,3.76,108,0.603
U010816,drug_raid,2,7.47,331,0.491
U002755,drug_raid,5,6.84,310,0.967
U013757,fire_response,4,10.61,310,0.699
U037479,triage,3,11.35,180,0.723
U034766,negotiation,1,0.83,121,0.904
U028947,rescue,2,13.66,161,0.505
