unit_id,date,shift_start,shift_end,planned_people,overtime_allowed
U017678,2025-12-12,06:00,14:00,5,True
U017679,2025-11-24,06:00,14:00,6,False
U017680,2025-11-27,22:00,06:00,17,True
U017681,2025-12-13,14:00,22:00,3,False
U017682,2025-11-18,22:00,06:00,10,False
U017683,2025-12-04,22:00,06:00,9,True
U017684,2025-12-09,14:00,22:00,18,True
U017685,2025-12-03,14:00,22:00,11,True
U017686,2025-12-11,06:00,14:00,6,False
U017687,2025-11-19,06:00,14:00,4,True
U017688,2025-11-29,22:00,06:00,8,False
U017689,2025-11-23,14:00,22:00,16,False
U017690,2025-11-27,06:00,14:00,11,False
U017691,2025-11-14,06:00,14:00,7,False
U017692,2025-12-09,06:00,14:00,10,False
U017693,2025-11-16,22:00,06:00,3,False
U017694,2025-12-10,06:00,14:00,5,False
U017695,2025-11-20,22:00,06:00,14,True
U017696,2025-11-23,22:00,06:00,11,False
U017697,2025-12-10,06:00,14:00,8,False
U017698,2025-12-11,22:00,06:00,11,False
U017699,2025-12-04,06:00,14:00,13,False
U017700,2025-12-05,14:00,22:00,14,True
U017701,2025-11-15,06:00,14:00,13,False
U017702,2025-12-08,14:00,22:00,15,False
U017703,2025-12-07,06:00,14:00,17,False
U017704,2025-11-22,06:00,14:00,15,True
U017705,2025-11-26,22:00,06:00,3,False
U017706,2025-11-17,06:00,14:00,4,False
U017707,2025-11-23,22:00,06:00,17,False
U017708,2025-11-28,22:00,06:00,4,False
U017709,2025-11-22,22:00,06:00,5,False
U017710,2025-11-30,06:00,14:00,10,True
U017711,2025-12-04,22:00,06:00,10,False
U017712,2025-11-23,14:00,22:00,15,False
U017713,2025-12-09,22:00,06:00,11,True
U017714,2025-12-08,06:00,14:00,10,False
U017715,2025-12-09,14:00,22:00,6,False
U017716,2025-11-15,22:00,06:00,13,False
U017717,2025-12-04,06:00,14:00,13,False
U017718,2025-11-20,06:00,14:00,17,False
U017719,2025-12-07,06:00,14:00,10,False
U017720,2025-12-11,06:00,14:00,8,False
U017721,2025-11-22,06:00,14:00,14,False
U017722,2025-12-09,14:00,22:00,20,True
U017723,2025-12-09,14:00,22:00,9,True
U017724,2025-12-02,22:00,06:00,5,False
U017725,2025-12-05,14:00,22:00,9,True
U017726,2025-11-14,06:00,14:00,2,True
U017727,2025-11-18,06:00,14:00,14,False
U017728,2025-11-20,14:00,22:00,17,False
U017729,2025-11-25,06:00,14:00,9,True
U017730,2025-11-14,14:00,22:00,10,True
U017731,2025-12-12,06:00,14:00,4,False
U017732,2025-11-25,22:00,06:00,20,True
U017733,2025-11-23,22:00,06:00,3,True
U017734,2025-11-25,06:00,14:00,19,False
U017735,2025-11-23,22:00,06:00,16,False
U017736,2025-12-09,06:00,14:00,15,False
U017737,2025-12-06,06:00,14:00,9,True
U017738,2025-12-11,22:00,06:00,5,True
U017739,2025-12-05,14:00,22:00,8,False
U017740,2025-12-12,14:00,22:00,12,True
U017741,2025-11-16,06:00,14:00,5,True
U017742,2025-11-18,22:00,06:00,10,False
U017743,2025-12-04,14:00,22:00,4,False
U017744,2025-11-29,14:00,22:00,8,True
U017745,2025-11-28,06:00,14:00,23,False
U017746,2025-11-14,06:00,14:00,14,False
U017747,2025-11-21,06:00,14:00,10,True
U017748,2025-12-01,06:00,14:00,6,False
U017749,2025-12-05,22:00,06:00,13,False
U017750,2025-12-04,22:00,06:00,11,False
U017751,2025-11-27,22:00,06:00,10,False
U017752,2025-12-03,14:00,22:00,13,False
U017753,2025-12-13,22:00,06:00,3,True
U017754,2025-12-13,14:00,22:00,12,False
U017755,2025-11-20,06:00,14:00,12,False
U017756,2025-12-04,14:00,22:00,21,False
U017757,2025-11-26,06:00,14:00,18,False
U017758,2025-12-04,22:00,06:00,5,False
U017759,2025-11-27,06:00,14:00,14,False
U017760,2025-12-08,14:00,22:00,5,False
U017761,2025-11-16,22:00,06:00,14,True
U017762,2025-11-19,22:00,06:00,9,False
U017763,2025-11-30,22:00,06:00,12,False
U017764,2025-12-12,06:00,14:00,4,False
U017765,2025-12-02,22:00,06:00,12,False
U017766,2025-12-01,22:00,06:00,10,False
U017767,2025-11-17,14:00,22:00,11,False
U017768,2025-11-24,14:00,22:00,10,False
U017769,2025-12-03,06:00,14:00,4,True
U017770,2025-11-22,14:00,22:00,3,False
U017771,2025-12-01,06:00,14:00,13,False
U017772,2025-12-09,22:00,06:00,18,False
U017773,2025-11-27,14:00,22:00,16,True
U017774,2025-11-19,06:00,14:00,4,False
U017775,2025-11-24,22:00,06:00,13,False
U017776,2025-11-18,22:00,06:00,10,False
U017777,2025-12-02,22:00,06:00,12,False
U017778,2025-12-06,14:00,22:00,10,False
U017779,2025-11-23,22:00,06:00,5,False
U017780,2025-12-04,06:00,14:00,14,False
U017781,2025-11-21,14:00,22:00,9,True
U017782,2025-12-06,06:00,14:00,3,False
U017783,2025-12-05,06:00,14:00,11,False
U017784,2025-11-17,22:00,06:00,8,False
U017785,2025-12-03,14:00,22:00,5,False
U017786,2025-11-25,06:00,14:00,20,False
U017787,2025-11-29,22:00,06:00,12,False
U017788,2025-11-25,14:00,22:00,14,False
U017789,2025-11-24,14:00,22:00,5,False
U017790,2025-12-10,22:00,06:00,14,True
U017791,2025-12-07,06:00,14:00,6,True
U017792,2025-12-02,14:00,22:00,4,True
U017793,2025-11-30,22:00,06:00,17,False
U017794,2025-12-10,22:00,06:00,3,False
U017795,2025-11-24,22:00,06:00,13,False
U017796,2025-11-27,06:00,14:00,15,False
U017797,2025-11-25,06:00,14:00,11,False
U017798,2025-11-27,22:00,06:00,24,False
U017799,2025-12-12,14:00,22:00,16,True
U017800,2025-11-14,06:00,14:00,6,False
U017801,2025-12-09,22:00,06:00,5,False
U017802,2025-12-10,14:00,22:00,5,False
U017803,2025-12-09,22:00,06:00,10,True
U017804,2025-12-07,22:00,06:00,6,False
U017805,2025-11-14,06:00,14:00,9,False
U017806,2025-11-28,14:00,22:00,4,False
U017807,2025-11-28,14:00,22:00,9,False
U017808,2025-11-25,14:00,22:00,9,False
U017809,2025-11-27,06:00,14:00,11,False
U017810,2025-11-24,22:00,06:00,9,True
U017811,2025-11-25,22:00,06:00,2,False
U017812,2025-11-19,14:00,22:00,20,False
U017813,2025-11-24,22:00,06:00,10,True
U017814,2025-11-29,22:00,06:00,13,True
U017815,2025-11-29,06:00,14:00,17,False
U017816,2025-11-29,14:00,22:00,13,False
U017817,2025-11-16,14:00,22:00,13,False
U017818,2025-11-27,22:00,06:00,11,False
U017819,2025-12-03,06:00,14:00,3,False
U017820,2025-11-23,22:00,06:00,8,True
U017821,2025-11-30,14:00,22:00,13,False
U017822,2025-12-03,22:00,06:00,5,False
U017823,2025-11-18,14:00,22:00,9,True
U017824,2025-11-15,22:00,06:00,18,False
U017825,2025-12-09,22:00,06:00,5,False
U017826,2025-12-13,06:00,14:00,17,True
U017827,2025-12-01,22:00,06:00,4,False
U017828,2025-12-03,22:00,06:00,15,False
U017829,2025-12-13,06:00,14:00,17,True
U017830,2025-11-20,06:00,14:00,11,False
U017831,2025-12-11,22:00,06:00,9,False
U017832,2025-11-23,22:00,06:00,17,False
U017833,2025-12-04,22:00,06:00,24,False
U017834,2025-12-03,14:00,22:00,15,True
U017835,2025-12-05,06:00,14:00,10,False
U017836,2025-11-18,06:00,14:00,9,False
U017837,2025-11-25,06:00,14:00,9,False
U017838,2025-12-05,14:00,22:00,18,False
U017839,2025-11-27,14:00,22:00,19,False
U017840,2025-11-30,06:00,14:00,8,True
U017841,2025-11-18,14:00,22:00,9,False
U017842,2025-12-05,06:00,14:00,9,True
U017843,2025-11-20,22:00,06:00,2,False
U017844,2025-11-25,06:00,14:00,21,False
U017845,2025-11-29,22:00,06:00,20,True
U017846,2025-11-14,06:00,14:00,12,False
U017847,2025-11-27,14:00,22:00,5,False
U017848,2025-12-09,14:00,22:00,9,False
U017849,2025-12-10,14:00,22:00,9,True
U017850,2025-12-07,14:00,22:00,4,True
U017851,2025-11-21,06:00,14:00,16,False
U017852,2025-11-15,22:00,06:00,9,True
U017853,2025-12-02,22:00,06:00,20,False
U017854,2025-11-24,22:00,06:00,15,False
U017855,2025-12-03,14:00,22:00,15,True
U017856,2025-11-14,14:00,22:00,10,True
U017857,2025-11-26,22:00,06:00,10,True
U017858,2025-11-19,22:00,06:00,6,False
U017859,2025-12-06,22:00,06:00,7,False
U017860,2025-12-13,06:00,14:00,9,False
U017861,2025-12-06,22:00,06:00,10,True
U017862,2025-11-18,22:00,06:00,16,True
U017863,2025-12-02,22:00,06:00,7,True
U017864,2025-11-24,14:00,22:00,21,False
U017865,2025-12-10,22:00,06:00,9,True
U017866,2025-12-06,22:00,06:00,6,False
U017867,2025-11-25,06:00,14:00,15,True
U017868,2025-12-05,06:00,14:00,12,False
U017869,2025-11-30,06:00,14:00,11,False
U017870,2025-11-28,06:00,14:00,21,True
U017871,2025-11-24,22:00,06:00,12,True
U017872,2025-12-03,14:00,22:00,6,True
U017873,2025-11-14,14:00,22:00,10,False
U017874,2025-11-30,14:00,22:00,14,False
U017875,2025-11-27,22:00,06:00,8,False
U017876,2025-11-23,14:00,22:00,11,False
U017877,2025-12-04,22:00,06:00,13,False
U017878,2025-11-26,22:00,06:00,3,False
U017879,2025-11-21,06:00,14:00,7,False
U017880,2025-11-30,22:00,06:00,6,False
U017881,2025-11-30,14:00,22:00,14,False
U017882,2025-12-03,22:00,06:00,2,False
U017883,2025-11-24,22:00,06:00,19,True
U017884,2025-11-25,06:00,14:00,21,False
U017885,2025-11-24,22:00,06:00,9,False
U017886,2025-11-21,22:00,06:00,19,False
U017887,2025-11-21,14:00,22:00,5,True
U017888,2025-11-29,22:00,06:00,5,True
U017889,2025-11-21,14:00,22:00,7,False
U017890,2025-12-07,14:00,22:00,8,False
U017891,2025-11-24,14:00,22:00,4,False
U017892,2025-11-14,06:00,14:00,13,False
U017893,2025-11-21,06:00,14:00,7,True
U017894,2025-11-25,22:00,06:00,8,False
U017895,2025-11-15,22:00,06:00,2,False
U017896,2025-11-19,14:00,22:00,9,False
U017897,2025-11-25,06:00,14:00,6,False
U017898,2025-11-26,22:00,06:00,6,False
U017899,2025-12-12,06:00,14:00,8,True
U017900,2025-11-15,22:00,06:00,3,False
U017901,2025-11-26,22:00,06:00,11,False
U017902,2025-11-20,14:00,22:00,3,True
U017903,2025-12-12,14:00,22:00,6,False
U017904,2025-12-09,14:00,22:00,14,True
U017905,2025-11-27,22:00,06:00,13,False
U017906,2025-11-22,14:00,22:00,14,False
U017907,2025-11-14,14:00,22:00,11,True
U017908,2025-11-28,14:00,22:00,13,True
U017909,2025-12-13,14:00,22:00,10,False
U017910,2025-11-19,14:00,22:00,4,True
U017911,2025-12-09,14:00,22:00,9,False
U017912,2025-12-02,14:00,22:00,12,False
U017913,2025-12-01,14:00,22:00,19,True
U017914,2025-12-12,22:00,06:00,7,True
U017915,2025-12-01,14:00,22:00,14,False
U017916,2025-11-28,14:00,22:00,10,False
U017917,2025-12-05,22:00,06:00,13,True
U017918,2025-12-01,06:00,14:00,2,False
U017919,2025-11-16,06:00,14:00,19,True
U017920,2025-11-19,06:00,14:00,20,True
U017921,2025-11-29,06:00,14:00,14,True
U017922,2025-12-13,14:00,22:00,7,False
U017923,2025-11-16,06:00,14:00,3,False
U017924,2025-11-27,06:00,14:00,11,True
U017925,2025-11-26,14:00,22:00,13,True
U017926,2025-11-19,22:00,06:00,11,False
U017927,2025-12-04,14:00,22:00,2,False
U017928,2025-12-07,14:00,22:00,11,False
U017929,2025-11-19,14:00,22:00,12,False
U017930,2025-11-25,06:00,14:00,6,False
U017931,2025-11-30,14:00,22:00,9,True
U017932,2025-12-04,14:00,22:00,11,False
U017933,2025-11-21,22:00,06:00,8,False
U017934,2025-11-14,22:00,06:00,3,True
U017935,2025-12-02,22:00,06:00,11,False
U017936,2025-11-23,22:00,06:00,12,False
U017937,2025-12-03,22:00,06:00,8,True
U017938,2025-11-29,06:00,14:00,13,True
U017939,2025-11-29,06:00,14:00,15,False
U017940,2025-11-22,14:00,22:00,6,False
U017941,2025-11-17,14:00,22:00,5,True
U017942,2025-11-17,06:00,14:00,17,False
U017943,2025-11-16,14:00,22:00,9,False
U017944,2025-12-04,22:00,06:00,8,True
U017945,2025-12-12,22:00,06:00,17,False
U017946,2025-11-21,22:00,06:00,9,False
U017947,2025-12-04,22:00,06:00,9,True
U017948,2025-12-08,06:00,14:00,5,False
U017949,2025-12-10,22:00,06:00,12,False
U017950,2025-12-07,06:00,14:00,12,False
U017951,2025-11-20,06:00,14:00,14,False
U017952,2025-11-30,22:00,06:00,12,False
U017953,2025-11-19,06:00,14:00,12,False
U017954,2025-11-30,06:00,14:00,12,False
U017955,2025-11-14,14:00,22:00,14,False
U017956,2025-12-02,22:00,06:00,11,True
U017957,2025-11-19,06:00,14:00,11,False
U017958,2025-11-29,14:00,22:00,7,False
U017959,2025-11-24,06:00,14:00,10,False
U017960,2025-12-10,22:00,06:00,15,False
U017961,2025-11-19,14:00,22:00,16,True
U017962,2025-11-21,14:00,22:00,11,False
U017963,2025-11-16,06:00,14:00,5,True
U017964,2025-11-25,06:00,14:00,8,True
U017965,2025-12-06,14:00,22:00,15,True
U017966,2025-11-21,22:00,06:00,18,False
U017967,2025-11-22,22:00,06:00,10,False
U017968,2025-11-21,06:00,14:00,9,False
U017969,2025-12-01,06:00,14:00,7,False
U017970,2025-12-08,22:00,06:00,11,False
U017971,2025-11-23,22:00,06:00,10,False
U017972,2025-12-13,06:00,14:00,16,False
U017973,2025-11-20,14:00,22:00,16,True
U017974,2025-11-14,14:00,22:00,11,False
U017975,2025-11-29,22:00,06:00,9,False
U017976,2025-12-09,22:00,06:00,10,False
U017977,2025-11-25,06:00,14:00,16,True
U017978,2025-12-12,14:00,22:00,2,False
U017979,2025-11-20,14:00,22:00,10,True
U017980,2025-11-27,22:00,06:00,2,False
U017981,2025-12-05,06:00,14:00,5,False
U017982,2025-12-05,14:00,22:00,15,False
U017983,2025-12-10,22:00,06:00,5,True
U017984,2025-11-24,06:00,14:00,14,False
U017985,2025-11-28,06:00,14:00,5,True
U017986,2025-12-01,14:00,22:00,8,False
U017987,2025-12-03,06:00,14:00,7,False
U017988,2025-12-01,06:00,14:00,7,False
U017989,2025-11-21,22:00,06:00,11,False
U017990,2025-12-04,06:00,14:00,8,True
U017991,2025-12-10,22:00,06:00,6,False
U017992,2025-11-26,22:00,06:00,16,False
U017993,2025-11-26,06:00,14:00,3,False
U017994,2025-11-26,22:00,06:00,6,False
U017995,2025-11-25,06:00,14:00,17,False
U017996,2025-11-18,06:00,14:00,19,False
U017997,2025-12-07,06:00,14:00,16,False
U017998,2025-12-07,22:00,06:00,8,False
U017999,2025-11-27,06:00,14:00,4,True
U018000,2025-11-26,14:00,22:00,13,False
U018001,2025-11-23,06:00,14:00,7,False
U018002,2025-11-26,14:00,22:00,10,False
U018003,2025-12-07,14:00,22:00,19,False
U018004,2025-12-12,06:00,14:00,6,False
U018005,2025-12-03,22:00,06:00,14,True
U018006,2025-11-19,22:00,06:00,5,False
U018007,2025-12-03,14:00,22:00,6,True
U018008,2025-11-30,14:00,22:00,7,False
U018009,2025-11-23,06:00,14:00,3,False
U018010,2025-11-20,22:00,06:00,18,False
U018011,2025-11-16,22:00,06:00,11,False
U018012,2025-12-06,14:00,22:00,10,False
U018013,2025-11-25,06:00,14:00,7,True
U018014,2025-11-21,06:00,14:00,8,False
U018015,2025-11-30,06:00,14:00,2,False
U018016,2025-11-25,06:00,14:00,3,True
U018017,2025-11-30,14:00,22:00,6,False
U018018,2025-11-26,06:00,14:00,21,False
U018019,2025-11-25,22:00,06:00,6,False
U018020,2025-11-29,22:00,06:00,9,True
U018021,2025-11-21,22:00,06:00,4,True
U018022,2025-11-28,22:00,06:00,2,False
U018023,2025-12-08,14:00,22:00,12,True
U018024,2025-11-15,06:00,14:00,13,False
U018025,2025-12-01,14:00,22:00,17,True
U018026,2025-11-16,14:00,22:00,2,False
U018027,2025-12-11,06:00,14:00,16,False
U018028,2025-12-03,14:00,22:00,4,False
U018029,2025-12-08,22:00,06:00,9,False
U018030,2025-11-24,22:00,06:00,4,True
U018031,2025-12-02,14:00,22:00,16,False
U018032,2025-11-25,22:00,06:00,11,True
U018033,2025-11-23,06:00,14:00,4,False
U018034,2025-11-20,06:00,14:00,14,False
U018035,2025-12-12,22:00,06:00,23,True
U018036,2025-11-29,22:00,06:00,11,True
U018037,2025-12-13,14:00,22:00,7,True
U018038,2025-12-04,22:00,06:00,20,True
U018039,2025-12-07,14:00,22:00,10,False
U018040,2025-11-30,06:00,14:00,18,False
U018041,2025-11-20,14:00,22:00,8,False
U018042,2025-11-26,22:00,06:00,5,True
U018043,2025-11-23,06:00,14:00,3,False
U018044,2025-12-11,06:00,14:00,5,True
U018045,2025-11-20,14:00,22:00,4,True
U018046,2025-11-28,14:00,22:00,20,True
U018047,2025-11-24,14:00,22:00,5,False
U018048,2025-11-26,22:00,06:00,4,False
U018049,2025-12-10,22:00,06:00,8,True
U018050,2025-11-27,14:00,22:00,17,False
U018051,2025-11-29,06:00,14:00,17,True
U018052,2025-11-24,22:00,06:00,8,True
U018053,2025-12-04,06:00,14:00,6,True
U018054,2025-11-23,22:00,06:00,6,False
U018055,2025-11-25,06:00,14:00,16,False
U018056,2025-11-18,14:00,22:00,7,True
U018057,2025-11-20,06:00,14:00,12,False
U018058,2025-11-17,06:00,14:00,13,False
U018059,2025-11-27,22:00,06:00,7,True
U018060,2025-11-30,06:00,14:00,15,False
U018061,2025-12-07,14:00,22:00,11,False
U018062,2025-11-27,22:00,06:00,3,False
U018063,2025-11-23,14:00,22:00,2,False
U018064,2025-12-01,22:00,06:00,10,True
U018065,2025-11-18,14:00,22:00,21,False
U018066,2025-12-01,14:00,22:00,5,False
U018067,2025-11-17,14:00,22:00,17,True
U018068,2025-11-15,06:00,14:00,16,False
U018069,2025-11-25,06:00,14:00,12,False
U018070,2025-11-24,06:00,14:00,5,True
U018071,2025-12-13,14:00,22:00,3,True
U018072,2025-11-15,22:00,06:00,7,False
U018073,2025-11-28,06:00,14:00,16,True
U018074,2025-12-02,22:00,06:00,6,True
U018075,2025-11-16,22:00,06:00,16,True
U018076,2025-12-04,22:00,06:00,2,False
U018077,2025-11-21,14:00,22:00,18,False
U018078,2025-12-12,22:00,06:00,11,False
U018079,2025-11-16,06:00,14:00,17,False
U018080,2025-12-09,14:00,22:00,13,False
U018081,2025-12-11,06:00,14:00,18,False
U018082,2025-11-23,06:00,14:00,5,False
U018083,2025-11-23,22:00,06:00,6,True
U018084,2025-11-20,14:00,22:00,16,True
U018085,2025-11-21,14:00,22:00,5,False
U018086,2025-12-02,14:00,22:00,9,True
U018087,2025-11-23,06:00,14:00,9,False
U018088,2025-12-07,22:00,06:00,18,False
U018089,2025-11-18,06:00,14:00,7,True
U018090,2025-11-24,22:00,06:00,2,False
U018091,2025-12-03,22:00,06:00,16,False
U018092,2025-12-12,06:00,14:00,3,False
U018093,2025-11-17,06:00,14:00,18,True
U018094,2025-11-19,14:00,22:00,3,False
U018095,2025-11-27,22:00,06:00,17,True
U018096,2025-11-28,06:00,14:00,14,False
U018097,2025-11-23,06:00,14:00,5,True
U018098,2025-12-13,22:00,06:00,13,False
U018099,2025-12-12,22:00,06:00,9,True
U018100,2025-11-17,22:00,06:00,17,False
U018101,2025-11-23,14:00,22:00,17,False
U018102,2025-11-15,06:00,14:00,7,False
U018103,2025-11-28,06:00,14:00,23,False
U018104,2025-11-28,22:00,06:00,6,False
U018105,2025-11-20,06:00,14:00,4,False
U018106,2025-12-08,14:00,22:00,11,True
U018107,2025-11-20,22:00,06:00,8,False
U018108,2025-12-12,14:00,22:00,13,False
U018109,2025-11-26,14:00,22:00,11,False
U018110,2025-12-10,22:00,06:00,9,True
U018111,2025-12-12,14:00,22:00,6,False
U018112,2025-11-27,14:00,22:00,11,True
U018113,2025-11-21,22:00,06:00,6,True
U018114,2025-11-18,14:00,22:00,11,False
U018115,2025-12-06,14:00,22:00,8,False
U018116,2025-11-21,22:00,06:00,18,False
U018117,2025-12-05,22:00,06:00,15,False
U018118,2025-11-27,22:00,06:00,11,False
U018119,2025-12-06,14:00,22:00,10,False
U018120,2025-12-12,06:00,14:00,7,False
U018121,2025-12-12,06:00,14:00,13,False
U018122,2025-12-04,22:00,06:00,11,False
U018123,2025-12-08,22:00,06:00,17,True
U018124,2025-11-30,06:00,14:00,11,False
U018125,2025-11-18,14:00,22:00,7,False
U018126,2025-11-14,14:00,22:00,5,False
U018127,2025-11-17,06:00,14:00,8,False
U018128,2025-11-27,06:00,14:00,20,True
U018129,2025-11-20,06:00,14:00,3,False
U018130,2025-12-04,22:00,06:00,10,True
U018131,2025-11-21,14:00,22:00,16,False
U018132,2025-11-30,22:00,06:00,8,False
U018133,2025-11-22,22:00,06:00,3,True
U018134,2025-12-11,14:00,22:00,15,False
U018135,2025-12-07,22:00,06:00,9,True
U018136,2025-11-26,22:00,06:00,7,False
U018137,2025-12-13,06:00,14:00,5,False
U018138,2025-12-11,06:00,14:00,10,False
U018139,2025-12-05,14:00,22:00,7,True
U018140,2025-12-02,14:00,22:00,21,True
U018141,2025-11-16,14:00,22:00,13,False
U018142,2025-12-13,06:00,14:00,5,True
U018143,2025-12-06,14:00,22:00,9,False
U018144,2025-11-15,06:00,14:00,19,False
U018145,2025-12-05,14:00,22:00,3,True
U018146,2025-11-17,06:00,14:00,4,True
U018147,2025-12-03,22:00,06:00,10,True
U018148,2025-11-23,22:00,06:00,5,False
U018149,2025-11-23,14:00,22:00,12,False
U018150,2025-11-20,22:00,06:00,7,False
U018151,2025-11-28,22:00,06:00,6,False
U018152,2025-11-22,06:00,14:00,2,False
U018153,2025-11-20,22:00,06:00,19,True
U018154,2025-11-23,22:00,06:00,17,False
U018155,2025-12-03,06:00,14:00,16,False
U018156,2025-12-06,06:00,14:00,8,True
U018157,2025-12-01,22:00,06:00,20,False
U018158,2025-11-16,14:00,22:00,16,False
U018159,2025-12-01,22:00,06:00,10,False
U018160,2025-12-02,22:00,06:00,11,False
U018161,2025-12-07,06:00,14:00,17,False
U018162,2025-11-24,22:00,06:00,8,True
U018163,2025-11-15,06:00,14:00,8,False
U018164,2025-12-01,22:00,06:00,20,True
U018165,2025-11-26,22:00,06:00,10,True
U018166,2025-12-12,14:00,22:00,9,False
U018167,2025-11-27,06:00,14:00,17,False
U018168,2025-11-21,14:00,22:00,8,False
U018169,2025-12-08,06:00,14:00,12,False
U018170,2025-11-22,06:00,14:00,9,False
U018171,2025-11-24,06:00,14:00,20,True
U018172,2025-11-14,06:00,14:00,5,False
U018173,2025-11-25,14:00,22:00,12,True
U018174,2025-11-14,06:00,14:00,18,True
U018175,2025-12-09,06:00,14:00,9,False
U018176,2025-12-08,22:00,06:00,16,False
U018177,2025-11-26,14:00,22:00,16,True
U018178,2025-11-20,14:00,22:00,13,True
U018179,2025-12-08,14:00,22:00,14,True
U018180,2025-11-17,14:00,22:00,4,False
U018181,2025-11-17,14:00,22:00,22,True
U018182,2025-11-28,14:00,22:00,6,False
U018183,2025-12-10,22:00,06:00,6,True
U018184,2025-11-20,22:00,06:00,15,False
U018185,2025-12-11,14:00,22:00,6,False
U018186,2025-11-28,22:00,06:00,8,False
U018187,2025-11-20,06:00,14:00,6,False
U018188,2025-11-24,22:00,06:00,4,True
U018189,2025-12-12,14:00,22:00,9,False
U018190,2025-12-02,14:00,22:00,18,False
U018191,2025-11-18,06:00,14:00,8,True
U018192,2025-11-16,14:00,22:00,18,False
U018193,2025-12-08,22:00,06:00,22,True
U018194,2025-11-27,06:00,14:00,11,True
U018195,2025-12-04,22:00,06:00,11,False
U018196,2025-11-15,06:00,14:00,6,True
U018197,2025-11-29,14:00,22:00,13,False
U018198,2025-11-25,14:00,22:00,3,True
U018199,2025-12-01,14:00,22:00,3,False
U018200,2025-12-06,06:00,14:00,9,False
U018201,2025-11-23,14:00,22:00,8,False
U018202,2025-11-26,14:00,22:00,13,False
U018203,2025-11-20,22:00,06:00,2,True
U018204,2025-11-26,06:00,14:00,4,False
U018205,2025-11-27,22:00,06:00,10,True
U018206,2025-11-18,22:00,06:00,5,True
U018207,2025-11-17,06:00,14:00,21,False
U018208,2025-11-19,14:00,22:00,16,True
U018209,2025-12-13,14:00,22:00,10,True
U018210,2025-11-30,14:00,22:00,9,False
U018211,2025-11-28,06:00,14:00,24,False
U018212,2025-11-16,06:00,14:00,5,False
U018213,2025-11-22,22:00,06:00,20,False
U018214,2025-12-10,14:00,22:00,4,False
U018215,2025-12-11,22:00,06:00,3,False
U018216,2025-11-30,06:00,14:00,7,True
U018217,2025-12-04,06:00,14:00,16,False
U018218,2025-11-17,14:00,22:00,10,False
U018219,2025-11-28,22:00,06:00,2,False
U018220,2025-11-15,22:00,06:00,14,False
U018221,2025-11-19,06:00,14:00,20,True
U018222,2025-11-20,06:00,14:00,4,False
U018223,2025-11-14,14:00,22:00,12,False
U018224,2025-12-01,22:00,06:00,5,False
U018225,2025-11-27,14:00,22:00,4,True
U018226,2025-11-23,22:00,06:00,4,True
U018227,2025-12-09,06:00,14:00,3,False
U018228,2025-11-17,14:00,22:00,15,False
U018229,2025-11-27,06:00,14:00,9,False
U018230,2025-12-08,22:00,06:00,7,False
U018231,2025-11-14,06:00,14:00,8,False
U018232,2025-12-10,06:00,14:00,14,False
U018233,2025-12-03,22:00,06:00,12,False
U018234,2025-12-02,14:00,22:00,19,True
U018235,2025-11-22,22:00,06:00,10,True
U018236,2025-12-06,06:00,14:00,11,False
U018237,2025-12-06,14:00,22:00,3,True
U018238,2025-12-01,14:00,22:00,12,True
U018239,2025-11-19,06:00,14:00,4,False
U018240,2025-12-03,06:00,14:00,17,False
U018241,2025-11-18,22:00,06:00,4,False
U018242,2025-11-19,06:00,14:00,7,False
U018243,2025-11-14,14:00,22:00,3,False
U018244,2025-11-19,06:00,14:00,15,False
U018245,2025-11-16,14:00,22:00,16,False
U018246,2025-11-27,14:00,22:00,11,False
U018247,2025-11-28,22:00,06:00,9,False
U018248,2025-12-05,06:00,14:00,15,False
U018249,2025-12-06,14:00,22:00,7,True
U018250,2025-11-26,14:00,22:00,4,False
U018251,2025-11-18,06:00,14:00,20,True
U018252,2025-12-01,14:00,22:00,8,True
U018253,2025-12-11,22:00,06:00,15,True
U018254,2025-11-30,06:00,14:00,10,False
U018255,2025-12-13,14:00,22:00,6,False
U018256,2025-11-23,22:00,06:00,12,False
U018257,2025-11-14,22:00,06:00,4,False
U018258,2025-11-16,06:00,14:00,3,True
U018259,2025-11-27,22:00,06:00,6,False
U018260,2025-11-26,22:00,06:00,6,False
U018261,2025-11-20,14:00,22:00,7,True
U018262,2025-12-02,06:00,14:00,14,True
U018263,2025-11-15,22:00,06:00,11,False
U018264,2025-11-19,14:00,22:00,10,False
U018265,2025-11-16,22:00,06:00,5,True
U018266,2025-11-28,14:00,22:00,6,True
U018267,2025-12-02,22:00,06:00,13,False
U018268,2025-11-21,22:00,06:00,14,False
U018269,2025-11-21,14:00,22:00,5,False
U018270,2025-12-10,14:00,22:00,5,False
U018271,2025-11-14,14:00,22:00,7,True
U018272,2025-11-14,22:00,06:00,6,False
U018273,2025-11-14,22:00,06:00,13,False
U018274,2025-12-02,06:00,14:00,13,False
U018275,2025-11-29,14:00,22:00,20,False
U018276,2025-11-29,14:00,22:00,21,False
U018277,2025-11-21,06:00,14:00,10,True
U018278,2025-12-12,14:00,22:00,3,True
U018279,2025-11-18,22:00,06:00,22,False
U018280,2025-11-26,06:00,14:00,13,False
U018281,2025-12-05,06:00,14:00,10,False
U018282,2025-11-14,14:00,22:00,14,False
U018283,2025-12-02,06:00,14:00,23,False
U018284,2025-11-22,06:00,14:00,11,False
